Date,Open,High,Low,Close,Adj Close,Volume
2007-11-16,17.049999,17.299999,17.049999,17.299999,8.950017,29580.0
2007-11-19,17.34,17.5,16.5,16.58,8.57753,16420.0
2007-11-20,16.77,16.77,16.5,16.6,8.587876,227200.0
2007-11-21,16.6,16.6,15.96,16.0,8.277472,345739.0
2007-11-22,16.049999,16.25,15.65,16.1,8.329206,263778.0
2007-11-23,16.25,16.25,16.0,16.0,8.277472,76050.0
2007-11-26,16.299999,16.299999,16.01,16.190001,8.375767,531820.0
2007-11-27,16.200001,16.200001,16.0,16.1,8.329206,92543.0
2007-11-28,16.15,16.73,15.75,16.5,8.536143,207091.0
2007-11-29,16.700001,17.25,16.690001,17.200001,8.898283,348241.0
2007-11-30,17.200001,17.76,17.6,17.66,9.136259,990139.0
2007-12-03,18.0,18.0,17.07,17.07,8.831028,15275.0
2007-12-04,17.200001,17.200001,17.0,17.0,8.794814,27500.0
2007-12-05,17.049999,17.049999,16.65,16.700001,8.639611,198050.0
2007-12-06,16.700001,16.75,16.700001,16.700001,8.639611,23200.0
2007-12-07,16.799999,17.200001,16.75,17.200001,8.898283,360021.0
2007-12-10,17.200001,17.200001,16.799999,16.799999,8.691344,74690.0
2007-12-11,16.799999,17.0,16.790001,16.799999,8.691344,290778.0
2007-12-12,17.0,17.0,16.799999,16.98,8.784466,416074.0
2007-12-13,16.700001,16.709999,15.33,15.92,8.236085,1168374.0
2007-12-14,16.049999,16.049999,15.74,15.9,8.225738,432850.0
2007-12-17,15.8,16.0,15.8,15.95,8.251604,957200.0
2007-12-18,16.0,16.030001,15.95,15.95,8.251604,328363.0
2007-12-19,16.0,16.0,15.84,15.85,8.19987,326656.0
2007-12-20,16.0,16.0,15.85,16.0,8.277472,51796.0
2007-12-21,15.95,16.0,15.9,15.95,8.251604,603941.0
2007-12-24,16.0,16.5,16.0,16.5,8.536143,444798.0
2007-12-27,16.200001,16.200001,15.75,15.9,8.225738,150644.0
2007-12-28,15.8,15.8,15.1,15.35,7.9412,129550.0
2007-12-31,15.5,15.5,15.5,15.5,8.018801,2500.0
2008-01-02,16.25,16.25,16.25,16.25,8.406808,1000.0
2008-01-03,16.0,16.0,15.46,16.0,8.277472,3500.0
2008-01-04,15.64,16.25,15.64,15.92,8.236085,48000.0
2008-01-07,15.7,15.95,15.54,15.75,8.148136,185300.0
2008-01-08,16.5,17.5,16.5,17.5,9.053483,27000.0
2008-01-09,15.75,16.5,15.75,16.5,8.536143,296000.0
2008-01-10,16.5,16.5,15.75,16.450001,8.510276,41274.0
2008-01-11,16.5,16.5,16.35,16.440001,8.505102,429381.0
2008-01-14,16.4,16.5,16.0,16.4,8.484408,803142.0
2008-01-15,16.200001,16.200001,15.86,15.86,8.205044,305311.0
2008-01-16,15.9,15.9,14.5,14.5,7.50146,32913.0
2008-01-17,15.0,15.5,14.75,14.94,7.729089,407544.0
2008-01-18,14.7,15.25,14.63,15.25,7.889466,248812.0
2008-01-21,15.0,15.3,14.5,15.12,7.822212,248973.0
2008-01-22,15.0,15.5,15.0,15.25,7.889466,296598.0
2008-01-23,15.7,15.8,14.5,15.25,7.889466,350661.0
2008-01-24,15.5,15.8,15.25,15.8,8.174005,1145311.0
2008-01-25,15.6,16.0,15.6,16.0,8.277472,580783.0
2008-01-28,15.75,16.0,15.7,16.0,8.277472,161156.0
2008-01-29,16.5,17.0,16.5,16.799999,8.691344,2243580.0
2008-01-30,16.85,17.6,16.85,17.5,9.053483,498628.0
2008-01-31,17.5,17.5,16.75,16.75,8.665479,302616.0
2008-02-01,17.5,17.5,17.15,17.5,9.053483,36300.0
2008-02-04,17.4,17.4,16.450001,16.5,8.536143,488564.0
2008-02-05,16.5,16.85,16.5,16.52,8.546491,721380.0
2008-02-06,16.25,16.530001,16.25,16.5,8.536143,237237.0
