Date,Open,High,Low,Close,Adj Close,Volume
2007-05-09,9.469697,9.469697,9.469697,9.469697,9.469697,317
2007-05-10,9.469697,9.469697,9.469697,9.469697,9.469697,0
2007-05-11,9.469697,9.469697,9.311869,9.469697,9.469697,8078
2007-05-14,9.469697,9.469697,9.311869,9.311869,9.311869,1109
2007-05-15,9.311869,9.311869,9.311869,9.311869,9.311869,0
2007-05-16,9.469697,9.785354,9.469697,9.785354,9.785354,3326
2007-05-17,9.311869,9.311869,9.311869,9.311869,9.311869,2218
2007-05-18,9.311869,9.311869,9.311869,9.311869,9.311869,0
2007-05-21,9.311869,9.311869,9.311869,9.311869,9.311869,0
2007-05-22,9.469697,9.469697,9.469697,9.469697,9.469697,475
2007-05-23,9.469697,9.469697,9.469697,9.469697,9.469697,0
2007-05-24,9.469697,9.469697,9.469697,9.469697,9.469697,0
2007-05-25,9.248737,9.248737,9.248737,9.248737,9.248737,634
2007-05-29,9.248737,9.248737,9.248737,9.248737,9.248737,0
2007-05-30,9.343434,9.343434,9.343434,9.343434,9.343434,9504
2007-05-31,9.595960,9.595960,9.595960,9.595960,9.595960,475
2007-06-01,9.595960,9.595960,9.595960,9.595960,9.595960,0
2007-06-04,9.595960,9.595960,9.469697,9.469697,9.469697,1901
2007-06-05,9.469697,9.469697,9.469697,9.469697,9.469697,0
2007-06-06,9.343434,9.375000,9.217172,9.375000,9.375000,4752
2007-06-07,9.375000,9.375000,9.375000,9.375000,9.375000,0
2007-06-08,9.375000,9.375000,9.375000,9.375000,9.375000,0
2007-06-11,9.311869,9.311869,9.311869,9.311869,9.311869,634
2007-06-12,9.217172,9.217172,9.217172,9.217172,9.217172,1584
2007-06-13,9.217172,9.217172,9.217172,9.217172,9.217172,3168
2007-06-14,9.248737,9.248737,9.248737,9.248737,9.248737,475
2007-06-15,9.248737,9.248737,9.248737,9.248737,9.248737,0
2007-06-18,9.248737,9.248737,9.248737,9.248737,9.248737,1584
2007-06-19,9.154040,9.154040,9.154040,9.154040,9.154040,317
2007-06-20,9.154040,9.154040,9.154040,9.154040,9.154040,0
2007-06-21,9.090909,9.090909,9.090909,9.090909,9.090909,792
2007-06-22,9.090909,9.090909,9.090909,9.090909,9.090909,0
2007-06-25,9.090909,9.090909,9.090909,9.090909,9.090909,0
2007-06-26,9.059343,9.185606,9.059343,9.185606,9.185606,15048
2007-06-27,9.185606,9.185606,9.185606,9.185606,9.185606,0
2007-06-28,9.185606,9.185606,9.185606,9.185606,9.185606,0
2007-06-29,9.059343,9.059343,9.059343,9.059343,9.059343,158
2007-07-02,9.059343,9.059343,9.059343,9.059343,9.059343,0
2007-07-03,9.059343,9.059343,9.059343,9.059343,9.059343,0
2007-07-05,9.059343,9.059343,9.059343,9.059343,9.059343,0
2007-07-06,9.059343,9.059343,9.059343,9.059343,9.059343,0
2007-07-09,9.059343,9.059343,9.059343,9.059343,9.059343,0
2007-07-10,9.122475,9.122475,9.122475,9.122475,9.122475,1901
2007-07-11,9.122475,9.122475,9.122475,9.122475,9.122475,2534
2007-07-12,9.122475,9.122475,9.122475,9.122475,9.122475,0
2007-07-13,9.059343,9.059343,9.059343,9.059343,9.059343,792
2007-07-16,9.059343,9.059343,9.059343,9.059343,9.059343,0
2007-07-17,9.090909,9.090909,9.027778,9.027778,9.027778,3168
2007-07-18,9.027778,9.027778,9.027778,9.027778,9.027778,0
